HDays,ADays,HASLxM,HASTLxM,HACLxM,HAFLxM,HAYCLxM,HARCLxM,HAGSLxM,HAGCLxM,HAGSLxHM,HAGCLxHM,HGDLxM,HGDLxHM,HAPLxM,HAPLxHM,HWPLxM,HWPLxHM,HWinStreak,HUPLxM,HUPLxHM,HUnbStreak,AASLxM,AASTLxM,AACLxM,AAFLxM,AAYCLxM,AARCLxM,AAGSLxM,AAGCLxM,AAGSLxAM,AAGCLxAM,AGDLxM,AGDLxAM,AAPLxM,AAPLxAM,AWPLxM,AWPLxAM,AWinStreak,AUPLxM,AUPLxAM,AUnbStreak,HDef,HMid,HAtt,HOvr,ADef,AMid,AAtt,AOvr,B365H,B365D,B365A,Venue,Result
10,10,11.3,3.4,5.6,11.3,1.8,0.0,1.2,1.1,1.7,1.6,1.0,1.0,1.4,1.2,30.0,30.0,0.0,80.0,60.0,2.0,13.0,3.2,4.5,11.7,1.6,0.0,0.8,1.1,1.4,1.1,-3.0,3.0,1.1,1.8,30.0,50.0,1.0,50.0,80.0,2.0,71,74,74,73.0,71,72,74,72.33,2.15,3.4,3.8,The Hawthorns,D
3,3,10.4,3.1,5.9,9.4,1.6,0.2,0.5,1.4,1.5,1.3,-9.0,2.0,0.7,1.6,20.0,50.0,0.0,30.0,60.0,0.0,11.0,4.8,4.2,12.3,1.1,0.0,2.2,1.1,1.9,1.3,11.0,6.0,2.3,1.9,70.0,50.0,2.0,90.0,90.0,2.0,78,79,87,81.33,76,77,78,77.0,2.25,3.5,3.1,Emirates Stadium,D
3,5,17.1,7.0,6.1,14.3,2.0,0.0,2.1,0.7,1.6,0.7,14.0,9.0,2.2,1.8,60.0,50.0,1.0,100.0,80.0,12.0,15.4,4.5,6.0,11.9,1.9,0.1,1.2,1.6,1.1,1.7,-4.0,-6.0,1.0,1.1,30.0,30.0,1.0,40.0,50.0,1.0,78,77,79,78.0,82,82,82,82.0,2.6,3.4,2.9,White Hart Lane,D
3,10,8.8,2.3,4.1,11.5,2.2,0.0,0.8,1.2,0.9,1.2,-4.0,-3.0,0.9,1.0,20.0,30.0,0.0,50.0,40.0,0.0,8.6,2.5,2.8,10.5,1.8,0.0,1.4,1.3,0.8,1.4,1.0,-6.0,1.6,0.9,50.0,20.0,1.0,60.0,50.0,1.0,74,75,78,75.67,74,76,81,77.0,2.7,3.1,3.0,Riverside Stadium,D
5,7,13.8,3.6,4.5,11.8,1.4,0.0,0.9,1.1,1.5,1.5,-2.0,0.0,1.2,1.0,30.0,30.0,0.0,60.0,40.0,3.0,10.2,2.2,4.8,9.9,1.1,0.4,0.7,2.2,0.7,2.3,-15.0,-16.0,0.6,0.4,20.0,10.0,0.0,20.0,20.0,0.0,71,72,74,72.33,74,73,75,74.0,2.0,3.4,4.33,Villa Park,D
7,8,19.0,7.2,6.8,10.5,1.2,0.0,2.6,1.1,2.8,0.7,15.0,21.0,2.3,2.4,70.0,70.0,0.0,90.0,100.0,0.0,13.6,2.8,5.4,11.6,2.6,0.2,1.0,2.0,1.4,1.9,-10.0,-5.0,0.9,0.8,20.0,20.0,0.0,50.0,40.0,0.0,81,80,83,81.33,76,79,79,78.0,1.3,6.0,11.0,Anfield,D
5,7,10.3,2.2,4.5,10.7,1.2,0.0,0.5,1.7,0.7,1.5,-12.0,-8.0,0.4,1.0,10.0,30.0,0.0,20.0,40.0,0.0,13.7,4.8,6.5,11.6,1.8,0.0,1.3,1.0,0.3,1.5,3.0,-12.0,1.4,0.5,30.0,10.0,2.0,80.0,30.0,7.0,74,76,76,75.33,75,76,80,77.0,3.29,3.2,2.45,Swansea.com Stadium,D
6,3,10.8,3.5,4.7,11.3,2.4,0.0,1.1,1.8,1.4,1.2,-7.0,2.0,1.1,1.2,20.0,30.0,1.0,70.0,60.0,1.0,13.4,4.8,5.1,9.1,1.8,0.0,1.9,1.7,1.8,0.9,2.0,9.0,1.3,2.0,30.0,60.0,0.0,70.0,80.0,3.0,73,73,74,73.33,78,78,78,78.0,4.0,3.5,2.05,Stadium of Light,D
3,4,10.9,3.4,5.6,8.5,1.8,0.0,0.9,2.5,1.6,1.4,-16.0,2.0,0.6,1.7,20.0,50.0,0.0,20.0,70.0,0.0,11.7,3.8,5.2,10.9,1.3,0.1,1.1,1.6,1.1,1.1,-5.0,0.0,0.9,1.2,20.0,30.0,0.0,50.0,60.0,1.0,76,76,78,76.67,76,78,78,77.33,2.6,3.6,2.75,Dean Court,D
7,7,12.9,4.6,4.9,9.9,1.4,0.0,1.4,2.3,1.4,2.0,-9.0,-6.0,0.9,1.1,20.0,30.0,0.0,50.0,50.0,0.0,11.1,4.6,4.2,11.6,1.9,0.0,1.2,1.0,0.4,2.0,2.0,-16.0,1.6,0.4,50.0,10.0,0.0,60.0,20.0,0.0,74,77,76,75.67,76,78,76,76.67,2.54,3.5,2.9,Craven Cottage,D
10,10,11.8,4.2,4.8,10.5,1.6,0.0,1.3,1.6,1.1,1.0,-3.0,1.0,1.4,1.7,40.0,50.0,0.0,60.0,70.0,0.0,13.8,5.4,6.8,9.5,2.1,0.2,1.7,1.4,1.8,0.9,3.0,9.0,1.5,2.0,40.0,60.0,3.0,70.0,80.0,5.0,76,76,77,76.33,82,82,81,81.67,5.75,4.0,1.67,Swansea.com Stadium,D
10,10,11.3,6.3,3.7,10.8,1.1,0.1,0.8,1.8,1.7,1.4,-10.0,3.0,0.8,1.4,20.0,40.0,1.0,40.0,60.0,1.0,11.1,5.7,4.8,11.0,1.7,0.1,1.0,2.1,0.9,1.7,-11.0,-8.0,0.7,0.9,20.0,30.0,0.0,30.0,30.0,0.0,75,77,78,76.67,74,70,72,72.0,2.05,3.5,4.0,Craven Cottage,D
7,7,10.1,6.3,4.7,11.0,1.6,0.0,1.1,1.2,1.1,1.1,-1.0,0.0,1.3,1.1,40.0,30.0,0.0,50.0,50.0,0.0,12.1,5.9,4.7,9.0,1.5,0.0,0.9,1.3,1.1,1.8,-4.0,-7.0,1.2,0.8,30.0,10.0,1.0,60.0,60.0,2.0,74,75,77,75.33,75,77,78,76.67,2.4,3.3,3.3,Stadium of Light,D
7,7,13.2,4.3,4.7,11.7,2.3,0.1,0.6,1.5,0.8,1.5,-9.0,-7.0,0.6,0.7,10.0,10.0,0.0,40.0,50.0,1.0,10.8,3.8,5.2,12.3,1.0,0.1,0.9,1.4,0.8,1.4,-5.0,-6.0,0.5,0.6,10.0,10.0,0.0,30.0,40.0,0.0,77,77,76,76.67,76,76,76,76.0,2.1,3.4,3.9,St Mary's Stadium,D
8,7,13.6,4.8,6.5,10.9,0.8,0.0,1.1,0.9,1.1,1.1,2.0,0.0,1.4,1.0,40.0,20.0,0.0,60.0,60.0,0.0,8.9,3.5,2.9,9.8,1.4,0.0,1.2,1.4,1.7,1.0,-2.0,7.0,1.4,2.3,40.0,70.0,0.0,60.0,90.0,1.0,76,75,75,75.33,79,79,81,79.67,2.25,3.3,3.3,Falmer Stadium,D
6,5,11.8,4.6,5.1,8.9,1.2,0.0,1.3,1.5,1.6,1.5,-2.0,1.0,1.6,1.7,50.0,50.0,0.0,60.0,70.0,0.0,15.6,7.1,7.6,6.9,0.5,0.1,2.8,0.9,1.9,0.6,19.0,13.0,2.5,2.3,80.0,70.0,0.0,90.0,90.0,3.0,77,78,79,78.0,81,83,89,84.33,8.0,5.25,1.4,London Stadium,D
4,4,12.2,5.2,4.7,9.3,1.0,0.2,1.4,1.7,1.7,0.4,-3.0,13.0,1.5,2.2,40.0,60.0,0.0,70.0,100.0,1.0,17.8,6.0,8.6,10.4,2.4,0.1,2.5,0.6,2.3,0.9,19.0,14.0,2.5,2.3,80.0,70.0,4.0,90.0,90.0,5.0,80,79,80,79.67,80,83,85,82.67,3.6,3.5,2.15,Emirates Stadium,D
5,6,10.4,3.7,4.8,9.0,1.9,0.2,1.3,1.2,1.5,1.0,1.0,5.0,1.7,1.7,50.0,50.0,0.0,70.0,70.0,3.0,12.6,4.1,5.4,8.4,1.2,0.1,1.4,1.2,1.7,1.3,2.0,4.0,2.1,2.0,70.0,60.0,3.0,70.0,80.0,3.0,75,77,75,75.67,77,81,83,80.33,3.0,3.25,2.4,Falmer Stadium,D
4,5,9.9,2.6,4.3,9.4,1.4,0.0,0.6,1.5,0.8,1.7,-9.0,-9.0,1.0,0.9,20.0,20.0,0.0,60.0,50.0,1.0,12.7,4.6,5.1,10.8,2.3,0.1,1.3,1.5,1.0,2.1,-2.0,-11.0,1.2,0.8,30.0,20.0,0.0,60.0,40.0,0.0,76,76,75,75.67,77,78,75,76.67,1.9,3.4,4.33,Falmer Stadium,D
10,10,13.2,4.2,5.8,9.7,1.2,0.0,1.4,1.5,1.6,1.5,-1.0,1.0,1.2,1.5,30.0,40.0,0.0,60.0,70.0,1.0,13.5,5.8,4.8,9.9,1.0,0.0,1.9,1.7,2.5,1.0,2.0,15.0,1.4,1.8,40.0,60.0,0.0,60.0,60.0,2.0,77,78,79,78.0,80,79,78,79.0,2.5,3.3,2.87,Molineux Stadium,D
7,8,15.8,9.3,6.7,10.1,1.6,0.0,2.5,1.4,2.6,0.8,11.0,18.0,1.7,2.2,50.0,70.0,1.0,70.0,80.0,1.0,12.4,7.2,6.4,10.5,1.7,0.0,1.1,2.0,0.5,2.0,-9.0,-15.0,1.0,0.4,30.0,10.0,1.0,40.0,20.0,1.0,79,80,79,79.33,71,73,75,73.0,1.36,5.5,9.0,Anfield,D
7,6,11.3,4.1,4.3,9.9,1.4,0.1,1.4,1.5,1.3,1.3,-1.0,0.0,1.4,1.5,40.0,40.0,2.0,60.0,70.0,2.0,16.0,6.1,5.8,12.8,2.2,0.0,1.6,0.7,1.5,1.1,9.0,4.0,2.2,2.0,60.0,60.0,0.0,100.0,80.0,12.0,78,79,79,78.67,82,83,85,83.33,6.0,4.2,1.6,Bet365 Stadium,D
8,7,11.8,3.6,4.1,11.5,1.8,0.0,1.6,1.5,1.1,0.7,1.0,4.0,1.9,2.0,60.0,60.0,2.0,70.0,80.0,2.0,14.2,5.2,6.4,10.3,1.1,0.0,2.2,0.9,1.5,1.1,13.0,4.0,1.8,1.6,50.0,40.0,0.0,80.0,80.0,1.0,73,77,75,75.0,81,80,88,83.0,6.0,4.75,1.53,Swansea.com Stadium,D
6,6,10.8,3.7,4.9,9.1,1.3,0.1,1.6,1.4,1.7,1.5,2.0,2.0,1.4,1.6,40.0,50.0,0.0,60.0,60.0,2.0,11.9,3.4,4.3,11.6,2.1,0.0,1.0,1.5,0.7,2.0,-5.0,-13.0,1.5,0.6,40.0,10.0,3.0,70.0,40.0,5.0,77,79,80,78.67,77,76,77,76.67,1.7,4.0,4.75,London Stadium,D
4,3,12.1,3.6,5.6,11.4,1.7,0.0,0.7,1.3,0.7,1.5,-6.0,-8.0,0.9,0.7,20.0,20.0,0.0,50.0,30.0,0.0,10.8,2.8,5.3,8.9,0.7,0.1,0.8,2.4,1.0,1.3,-16.0,-3.0,0.4,1.2,10.0,30.0,0.0,20.0,60.0,0.0,75,76,75,75.33,72,74,72,72.67,2.3,3.2,3.3,Selhurst Park,D
10,3,10.6,2.9,4.1,10.5,1.8,0.3,0.9,1.7,1.0,1.1,-8.0,-1.0,0.9,1.3,30.0,40.0,1.0,30.0,50.0,1.0,11.3,3.5,5.5,9.5,1.6,0.0,1.2,1.3,1.2,2.0,-1.0,-8.0,1.4,0.6,40.0,10.0,0.0,60.0,40.0,0.0,77,78,78,77.67,78,80,80,79.33,2.25,3.4,3.25,Goodison Park,D
8,3,9.2,2.6,3.7,9.0,1.5,0.1,0.9,1.4,1.4,0.9,-5.0,5.0,1.1,1.7,30.0,50.0,0.0,50.0,70.0,0.0,8.8,2.6,3.6,10.9,1.7,0.2,1.2,1.4,0.9,1.4,-2.0,-5.0,1.1,0.9,20.0,20.0,0.0,70.0,50.0,4.0,76,76,78,76.67,77,81,77,78.33,3.0,3.1,2.55,St. James Park,D
7,7,14.2,7.6,6.5,10.2,1.6,0.0,1.1,0.7,1.7,0.7,4.0,10.0,1.6,2.3,40.0,70.0,0.0,80.0,90.0,1.0,13.2,7.0,5.5,10.0,1.7,0.2,1.3,2.0,0.9,1.6,-7.0,-7.0,0.6,0.7,10.0,20.0,0.0,40.0,30.0,0.0,77,75,76,76.0,71,75,74,73.33,1.57,4.33,6.5,Goodison Park,D
3,5,13.3,4.8,5.4,11.5,1.2,0.2,1.4,1.2,1.0,1.1,2.0,-1.0,1.4,1.3,40.0,40.0,0.0,60.0,50.0,4.0,9.9,2.6,4.4,9.3,1.6,0.0,0.6,1.5,1.0,1.2,-9.0,-2.0,1.0,1.1,20.0,20.0,0.0,60.0,70.0,0.0,76,76,76,76.0,76,76,75,75.67,2.15,3.3,3.5,St Mary's Stadium,D
4,3,12.5,3.4,6.3,11.4,1.8,0.1,0.7,1.2,1.2,0.9,-5.0,3.0,1.2,1.6,30.0,40.0,0.0,60.0,80.0,0.0,13.0,5.3,5.4,8.0,1.4,0.0,1.6,1.8,1.5,1.8,-2.0,-3.0,1.2,1.2,30.0,30.0,1.0,60.0,60.0,1.0,74,77,76,75.67,79,82,80,80.33,2.37,3.5,2.87,St Mary's Stadium,D
7,6,10.5,2.8,5.2,10.7,1.7,0.0,0.6,1.9,0.6,1.3,-13.0,-7.0,0.3,0.5,0.0,10.0,0.0,30.0,30.0,1.0,14.9,4.6,6.2,10.8,1.3,0.1,1.0,1.2,1.3,1.2,-2.0,1.0,1.2,1.5,20.0,40.0,0.0,80.0,70.0,4.0,75,74,74,74.33,74,75,77,75.33,2.63,3.25,2.75,Villa Park,D
7,6,12.6,5.0,3.9,11.0,1.7,0.3,1.3,1.1,1.7,1.1,2.0,6.0,1.0,1.6,20.0,50.0,0.0,60.0,60.0,0.0,13.8,4.3,5.0,11.3,1.6,0.0,2.2,1.1,1.4,1.7,11.0,-3.0,2.1,1.2,60.0,30.0,1.0,90.0,60.0,9.0,74,75,76,75.0,68,72,71,70.33,2.5,3.4,3.0,Bet365 Stadium,D
6,7,8.9,2.8,4.4,11.1,1.6,0.0,0.8,2.1,1.0,1.5,-13.0,-5.0,0.4,0.7,10.0,10.0,1.0,20.0,50.0,2.0,14.7,5.7,5.8,9.0,1.0,0.0,2.4,0.6,2.2,0.9,18.0,13.0,2.3,2.0,70.0,60.0,1.0,90.0,80.0,4.0,77,75,78,76.67,79,81,85,81.67,7.5,4.5,1.5,The Hawthorns,D
4,3,10.9,6.3,5.2,10.8,1.7,0.0,1.1,1.7,1.6,1.3,-6.0,3.0,1.1,1.5,30.0,40.0,0.0,50.0,70.0,3.0,11.8,6.7,6.1,9.8,1.2,0.0,1.7,0.4,1.9,0.8,13.0,11.0,2.5,2.3,80.0,70.0,1.0,90.0,90.0,1.0,71,73,75,73.0,83,82,86,83.67,5.5,3.9,1.7,Boleyn Ground,D
7,7,13.6,4.5,6.9,8.9,1.2,0.0,1.4,1.4,1.6,1.4,0.0,2.0,1.7,2.0,50.0,60.0,4.0,70.0,80.0,4.0,9.9,4.3,4.1,10.5,0.8,0.1,1.3,1.2,1.1,2.1,1.0,-10.0,1.6,0.8,40.0,20.0,1.0,80.0,40.0,2.0,75,75,76,75.33,79,80,77,78.67,2.62,3.6,2.75,Dean Court,D
10,10,11.6,3.8,4.5,9.1,1.0,0.0,1.4,1.6,1.3,0.9,-2.0,4.0,1.1,1.4,20.0,40.0,0.0,70.0,60.0,3.0,9.6,2.4,3.8,10.0,1.5,0.0,1.0,1.2,0.9,1.4,-2.0,-5.0,1.3,1.0,30.0,20.0,0.0,70.0,60.0,0.0,73,75,78,75.33,73,74,75,74.0,2.1,3.3,4.0,Stadium of Light,D
4,4,16.1,9.9,7.7,9.8,1.3,0.0,2.0,0.8,2.2,0.8,12.0,14.0,1.7,1.8,50.0,50.0,1.0,70.0,80.0,1.0,12.0,6.7,5.6,9.8,0.8,0.0,1.3,0.9,1.3,2.4,4.0,-11.0,1.6,0.8,40.0,20.0,1.0,80.0,40.0,4.0,81,81,81,81.0,72,70,73,71.67,1.25,6.5,15.0,Stamford Bridge,D
3,4,17.4,6.9,7.0,10.5,1.1,0.1,2.6,1.1,2.1,1.0,15.0,11.0,2.0,1.9,60.0,50.0,3.0,80.0,90.0,4.0,11.3,4.5,3.9,11.2,1.1,0.0,1.1,1.8,0.7,2.1,-7.0,-14.0,0.8,0.3,20.0,10.0,0.0,40.0,10.0,2.0,78,72,82,77.33,72,76,78,75.33,1.57,4.5,6.0,Anfield,D
6,4,10.9,3.3,4.4,12.6,2.0,0.2,1.2,1.1,1.1,1.1,1.0,0.0,1.4,1.3,40.0,30.0,3.0,60.0,70.0,5.0,11.6,5.0,4.8,9.6,2.3,0.1,1.8,1.4,1.3,1.8,4.0,-5.0,1.6,0.9,50.0,20.0,0.0,60.0,50.0,0.0,76,78,78,77.33,83,82,89,84.67,3.25,3.5,2.2,Vicarage Road,D
4,3,14.0,7.2,4.9,11.1,1.9,0.1,2.6,1.2,2.1,1.3,14.0,8.0,2.3,2.1,70.0,60.0,6.0,90.0,90.0,6.0,10.5,3.2,3.6,10.2,2.1,0.1,1.0,1.6,0.7,1.8,-6.0,-11.0,1.3,0.8,40.0,20.0,0.0,50.0,40.0,4.0,79,83,83,81.67,76,75,76,75.67,1.28,6.0,12.0,Old Trafford,D
8,7,12.0,3.5,6.2,11.6,1.7,0.0,1.6,1.8,1.7,1.7,-2.0,0.0,1.4,1.4,40.0,40.0,0.0,60.0,60.0,0.0,10.1,3.0,4.4,11.6,1.7,0.0,0.7,2.5,0.4,2.7,-18.0,-23.0,0.4,0.1,10.0,0.0,0.0,20.0,10.0,1.0,74,77,73,74.67,75,74,72,73.67,1.44,4.75,8.5,St Mary's Stadium,D
6,7,12.9,3.5,5.0,11.6,1.6,0.1,1.2,1.0,1.8,1.5,2.0,3.0,1.2,1.4,30.0,40.0,0.0,60.0,60.0,1.0,11.9,3.0,4.4,12.2,1.9,0.0,1.1,1.4,1.5,1.3,-3.0,2.0,1.1,1.7,30.0,50.0,0.0,50.0,70.0,0.0,72,74,75,73.67,71,72,74,72.33,2.25,3.5,3.4,Boleyn Ground,D
10,10,13.0,4.2,8.2,10.6,2.2,0.1,1.3,1.6,1.8,1.2,-3.0,6.0,1.1,1.9,20.0,50.0,0.0,70.0,90.0,0.0,10.9,4.2,3.6,10.8,1.2,0.2,1.0,2.4,0.9,1.5,-14.0,-6.0,0.8,1.1,20.0,30.0,0.0,40.0,50.0,0.0,80,82,86,82.67,76,76,75,75.67,1.45,4.75,6.5,Emirates Stadium,D
5,3,18.7,6.2,7.1,11.2,1.7,0.2,2.8,1.1,2.9,1.4,17.0,15.0,2.7,2.4,90.0,80.0,3.0,90.0,80.0,3.0,16.5,6.5,7.3,10.9,1.8,0.1,2.0,1.2,1.1,2.1,8.0,-10.0,2.1,0.9,70.0,30.0,1.0,70.0,30.0,1.0,81,84,86,83.67,82,83,81,82.0,1.8,4.0,4.5,Stamford Bridge,D
7,7,13.9,5.0,5.0,9.2,1.5,0.0,1.2,1.5,1.5,1.0,-3.0,5.0,0.8,1.6,10.0,40.0,0.0,60.0,80.0,1.0,11.8,3.1,3.8,13.4,2.4,0.2,1.4,0.9,0.9,2.0,5.0,-11.0,1.5,0.8,40.0,20.0,0.0,70.0,40.0,0.0,76,77,76,76.33,76,78,78,77.33,2.1,3.4,3.6,Falmer Stadium,D
10,10,9.6,2.8,5.4,10.8,1.8,0.0,0.9,0.8,1.3,0.9,1.0,4.0,1.7,1.7,50.0,50.0,2.0,70.0,70.0,2.0,13.6,4.8,5.0,9.1,1.4,0.0,1.1,1.4,1.1,2.0,-3.0,-9.0,0.8,0.5,10.0,10.0,0.0,60.0,30.0,2.0,75,76,73,74.67,76,77,76,76.33,1.95,3.4,4.2,Bramall Lane,D
9,8,8.7,2.7,4.1,11.0,1.5,0.1,1.0,1.1,1.1,1.0,-1.0,1.0,1.4,1.5,40.0,40.0,0.0,60.0,70.0,3.0,13.2,4.1,4.4,11.8,2.0,0.1,1.5,1.6,0.9,1.6,-1.0,-7.0,1.3,0.8,40.0,20.0,0.0,50.0,40.0,2.0,76,78,76,76.67,75,77,73,75.0,2.55,3.25,2.87,Selhurst Park,D
4,4,10.7,3.4,5.8,8.4,1.5,0.1,1.1,0.8,1.6,1.1,3.0,5.0,1.4,1.4,40.0,40.0,0.0,60.0,60.0,0.0,12.8,3.0,6.0,9.6,0.8,0.0,1.1,1.3,0.9,1.3,-2.0,-4.0,1.1,1.2,30.0,30.0,0.0,50.0,60.0,0.0,75,74,76,75.0,78,78,78,78.0,2.89,3.25,2.39,Dean Court,D
7,7,13.5,4.5,4.5,11.1,1.8,0.0,1.6,1.4,1.8,1.3,2.0,5.0,1.3,1.7,30.0,50.0,1.0,70.0,70.0,4.0,11.2,3.2,4.5,13.4,1.9,0.3,1.2,2.0,0.7,2.4,-8.0,-17.0,1.1,0.2,30.0,0.0,1.0,50.0,20.0,1.0,71,73,78,74.0,75,74,74,74.33,1.55,4.0,7.5,St Mary's Stadium,D
6,7,10.1,3.1,5.2,10.9,2.9,0.1,0.9,1.3,0.9,1.5,-4.0,-6.0,0.9,0.9,20.0,20.0,0.0,50.0,50.0,0.0,12.6,4.0,5.2,10.8,1.7,0.0,1.0,1.4,0.8,1.2,-4.0,-4.0,1.2,1.0,30.0,20.0,1.0,60.0,60.0,2.0,73,73,74,73.33,72,74,70,72.0,2.7,3.2,2.9,Stadium of Light,D
3,3,16.3,9.9,8.3,9.3,1.3,0.2,2.3,0.9,2.6,1.3,14.0,13.0,2.5,2.2,80.0,70.0,4.0,90.0,80.0,4.0,13.0,7.8,8.2,9.5,1.5,0.1,1.6,1.1,1.2,1.4,5.0,-2.0,1.8,1.1,50.0,20.0,1.0,80.0,70.0,5.0,80,80,81,80.33,77,75,76,76.0,1.75,3.9,5.0,Emirates Stadium,D
3,4,15.8,6.2,5.9,9.4,0.9,0.0,1.8,0.6,2.5,0.5,12.0,20.0,2.3,2.5,70.0,80.0,0.0,90.0,90.0,1.0,11.1,3.5,4.5,12.6,2.8,0.1,0.8,1.4,0.9,1.1,-6.0,-2.0,1.2,1.0,30.0,20.0,0.0,60.0,60.0,4.0,80,81,79,80.0,73,73,74,73.33,1.3,6.0,11.0,Emirates Stadium,D
3,3,12.6,4.2,4.6,12.1,2.2,0.0,1.2,1.6,1.4,1.1,-4.0,3.0,0.8,1.4,10.0,30.0,0.0,60.0,80.0,0.0,17.2,6.2,7.1,11.9,1.5,0.0,1.7,0.3,1.9,1.0,14.0,9.0,2.6,2.0,80.0,60.0,2.0,100.0,80.0,10.0,71,74,74,73.0,81,80,82,81.0,7.5,4.5,1.5,The Hawthorns,D
2,2,14.6,3.9,4.9,12.2,1.9,0.1,1.5,1.6,1.8,1.4,-1.0,4.0,1.3,1.7,40.0,50.0,0.0,50.0,70.0,0.0,10.9,3.5,7.1,12.3,1.3,0.1,0.9,1.6,1.2,1.8,-7.0,-6.0,0.7,0.8,10.0,10.0,0.0,50.0,60.0,0.0,72,73,72,72.33,71,72,71,71.33,2.38,3.4,3.25,Loftus Road,D
7,4,18.7,8.5,8.8,10.2,1.3,0.0,2.9,0.6,2.7,0.6,23.0,21.0,2.4,2.7,80.0,90.0,0.0,80.0,90.0,0.0,11.1,2.7,3.8,11.7,1.6,0.0,1.1,1.4,1.2,1.5,-3.0,-3.0,1.1,0.9,30.0,20.0,0.0,50.0,50.0,0.0,81,81,85,82.33,76,74,74,74.67,1.25,6.5,15.0,Wembley Stadium,D
3,6,18.7,7.6,8.1,10.5,1.4,0.0,2.5,0.7,2.4,0.7,18.0,17.0,2.2,2.5,70.0,80.0,1.0,80.0,90.0,2.0,8.6,3.1,4.6,9.2,1.0,0.0,1.0,0.8,0.8,1.2,2.0,-4.0,1.7,0.8,50.0,20.0,0.0,70.0,40.0,0.0,81,81,85,82.33,75,76,78,76.33,1.22,7.0,15.0,Wembley Stadium,D
3,4,13.6,4.3,7.0,12.5,2.7,0.2,1.1,1.6,2.0,1.1,-5.0,9.0,1.3,1.8,40.0,60.0,0.0,50.0,60.0,0.0,11.0,3.8,5.3,13.5,1.4,0.2,1.3,1.5,1.6,1.7,-2.0,-1.0,1.1,1.3,30.0,30.0,0.0,50.0,70.0,0.0,78,80,77,78.33,71,72,71,71.33,1.6,4.2,6.0,White Hart Lane,D
7,7,8.1,1.8,3.4,10.3,1.1,0.1,0.6,1.8,0.5,1.7,-12.0,-12.0,0.6,0.8,10.0,20.0,1.0,40.0,40.0,1.0,12.0,4.2,4.7,7.2,1.1,0.0,1.5,1.9,0.7,1.6,-4.0,-9.0,1.3,0.7,40.0,20.0,0.0,50.0,30.0,0.0,76,77,76,76.33,77,78,78,77.67,2.55,3.25,2.87,Falmer Stadium,D
7,7,13.9,4.0,5.3,10.5,1.5,0.1,0.9,1.5,1.4,1.2,-6.0,2.0,0.8,1.4,20.0,40.0,0.0,40.0,60.0,0.0,9.8,2.6,4.6,11.2,1.5,0.3,0.9,1.9,0.6,2.1,-10.0,-15.0,0.7,0.5,20.0,10.0,0.0,30.0,30.0,0.0,72,74,75,73.67,74,73,75,74.0,1.95,3.6,4.33,Boleyn Ground,D
3,6,13.3,5.0,6.2,12.4,1.7,0.1,1.4,1.7,1.7,1.1,-3.0,6.0,1.1,1.9,30.0,60.0,0.0,50.0,70.0,2.0,11.0,3.7,8.3,10.6,1.9,0.0,1.2,1.6,1.3,1.6,-4.0,-3.0,1.0,1.2,20.0,30.0,0.0,60.0,60.0,0.0,78,78,77,77.67,79,82,86,82.33,2.3,3.8,2.87,Goodison Park,D
6,9,11.0,4.4,3.4,9.7,2.1,0.1,1.8,1.4,1.5,1.5,4.0,0.0,1.9,1.5,60.0,50.0,3.0,70.0,50.0,3.0,9.6,2.8,3.6,10.6,1.1,0.1,0.9,1.3,0.8,1.3,-4.0,-5.0,1.1,1.0,30.0,20.0,0.0,50.0,60.0,0.0,76,78,76,76.67,76,76,76,76.0,1.7,3.75,5.75,Molineux Stadium,D
3,3,16.2,5.1,5.1,9.3,1.0,0.0,1.7,0.8,1.8,1.2,9.0,6.0,2.3,2.0,70.0,60.0,0.0,90.0,80.0,6.0,15.6,6.1,5.4,9.4,0.9,0.0,2.0,0.5,1.6,0.8,15.0,8.0,2.3,2.0,70.0,60.0,7.0,90.0,80.0,7.0,82,85,84,83.67,81,82,85,82.67,2.8,3.6,2.54,Stamford Bridge,D
3,4,14.0,4.9,6.8,11.5,1.2,0.0,1.3,1.0,1.5,0.7,3.0,8.0,1.6,2.1,50.0,60.0,0.0,60.0,90.0,0.0,12.3,3.5,6.5,11.0,1.1,0.0,0.8,1.3,0.8,1.1,-5.0,-3.0,1.1,0.9,30.0,20.0,0.0,50.0,50.0,0.0,78,80,79,79.0,76,76,76,76.0,1.6,4.0,6.5,Goodison Park,D
7,4,11.6,3.3,5.6,10.2,2.3,0.0,1.4,1.1,1.6,1.2,3.0,4.0,1.5,1.9,40.0,60.0,0.0,70.0,70.0,0.0,12.3,3.1,4.7,9.9,1.6,0.1,0.7,2.1,1.1,2.0,-14.0,-9.0,0.7,0.7,20.0,20.0,0.0,30.0,30.0,0.0,76,80,75,77.0,76,77,76,76.33,1.75,3.5,6.0,Molineux Stadium,D
7,7,11.6,4.4,5.6,11.0,2.0,0.0,1.2,1.7,1.1,1.4,-5.0,-3.0,0.9,1.0,10.0,20.0,0.0,70.0,60.0,1.0,10.3,4.1,3.1,12.2,2.1,0.0,0.9,1.5,0.8,2.2,-6.0,-14.0,1.0,0.6,20.0,10.0,0.0,60.0,40.0,2.0,76,77,77,76.67,76,76,79,77.0,1.75,3.75,5.25,St Mary's Stadium,D
